winery,wine,year,rating,rating_norm,price,price_group,region,body,acidity,quality_price_percent
Bodega Elias Mora,Toro 2V Premium,2005,4.4,0.2857142857142859,44.0,low,Toro,5.0,3.0,44.568527918781726
Tridente,Rejon Tempranillo,2018,4.4,0.2857142857142859,31.94,low,Castilla y Leon,4.0,2.0,63.1979695431472
Joan Simo,Les Eres Vinyes Velles,2015,4.4,0.2857142857142859,32.49,low,Priorato,4.0,3.0,62.08121827411167
Hacienda Lopez de Haro,Gran Reserva Classica Blanco,2012,4.4,0.2857142857142859,36.75,low,Rioja,3.0,3.0,54.28934010152284
Can Axartell,The Artist,2016,4.4,0.2857142857142859,26.84,low,Mallorca,4.0,3.0,70.35532994923858
Juan Pinero,Amontillado 30 Years Old V.O.R.S Sherry,,4.4,0.2857142857142859,36.9,low,Jerez Amontillado,4.0,3.0,53.93401015228426
Pazo Barrantes,La Comtesse de Pazo Barrantes Albarino,2017,4.4,0.2857142857142859,59.95,mid,Rias Baixas,3.0,3.0,62.27766798418972
Sara Perez y Rene Barbier,Gratallops Partida Bellvisos,2007,4.4,0.2857142857142859,241.4,mid,Priorato,4.0,3.0,28.65612648221344
Abadia Retuerta,Seleccion Especial,2018,4.4,0.2857142857142859,27.6,low,Sardon de Duero,4.0,3.0,68.90862944162437
Abel Mendoza Monge,5V Blanco,2019,4.4,0.2857142857142859,37.98,low,Rioja,3.0,3.0,51.67512690355329
Mas Llunes,Finca Butaros Vinya Centenaria,2015,4.4,0.2857142857142859,32.23,low,Emporda,4.0,3.0,62.385786802030466
Familia Torres,Grans Muralles,2016,4.4,0.2857142857142859,123.76,mid,Conca de Barbera,4.0,3.0,40.069169960474305
Losada,La Bienquerida,2018,4.4,0.2857142857142859,34.55,low,Bierzo,3.0,3.0,58.02030456852791
Artadi,El Carretil,2016,4.4,0.2857142857142859,155.0,mid,Vino de Espana,4.0,2.0,35.548418972332016
Marques de Vargas,Seleccion Privada,2011,4.4,0.2857142857142859,68.0,mid,Rioja,4.0,3.0,57.509881422924906
Protos,Seleccion Finca el Grajo Viejo,2017,4.4,0.2857142857142859,59.9,mid,Ribera del Duero,5.0,3.0,62.672924901185766
Bodegas Frontaura,Aponte Winemaker's Private Collection Tempranillo,2008,4.4,0.2857142857142859,112.0,mid,Toro,4.0,2.0,42.29249011857708
Roig Parals,Cami de Cormes,2018,4.4,0.2857142857142859,14.18,low,Emporda,4.0,3.0,86.34517766497461
Oxer Wines,Kalamity Rioja,2017,4.4,0.2857142857142859,106.0,mid,Rioja,4.0,3.0,43.379446640316196
Perinet,1194,2016,4.4,0.2857142857142859,105.8121097,mid,Priorato,4.0,3.0,43.42885375494071
Cepa 21,Malabrigo Ribera del Duero,2018,4.4,0.2857142857142859,31.5,low,Ribera del Duero,5.0,3.0,63.756345177664976
Romate,Old & Plus Pedro Ximenez,,4.4,0.2857142857142859,42.12,low,Jerez Pedro Ximenes (PX),4.0,3.0,46.39593908629441
Avgvstvs,Reserva Trajanvs,2016,4.4,0.2857142857142859,21.5,low,Penedes,4.0,3.0,77.69035532994923
Alvaro Palacios,Finca Dofi,1999,4.4,0.2857142857142859,75.0,mid,Priorato,4.0,3.0,53.97727272727273
Jorge Ordonez,No. 2 Victoria,2018,4.4,0.2857142857142859,15.9,low,Malaga,4.0,3.0,85.10152284263958
Remelluri,Granja Gran Reserva Rioja,2013,4.4,0.2857142857142859,53.9,mid,Rioja,4.0,3.0,67.78656126482213
Castillo Perelada,Emporda Gran Claustro,2015,4.4,0.2857142857142859,30.86,low,Emporda,4.0,3.0,64.21319796954315
Anima Negra,Son Negre,2010,4.4,0.2857142857142859,235.95,mid,Mallorca,4.0,3.0,28.90316205533596
Vinicola Real,200 Monges Rioja Reserva,2012,4.4,0.2857142857142859,38.5,low,Rioja,4.0,3.0,50.86294416243655
Ramon Bilbao,Lalomba Finca Valhonta,2017,4.4,0.2857142857142859,56.75,mid,Rioja,4.0,3.0,65.24209486166008
Clos Mogador,Manyetes,2017,4.4,0.2857142857142859,59.9,mid,Priorato,4.0,3.0,62.672924901185766
Vina Pedrosa,Gran Reserva,2014,4.4,0.2857142857142859,122.667917,mid,Ribera del Duero,5.0,3.0,40.21739130434783
Recaredo,Serral del Vell Brut Nature,2016,4.4,0.2857142857142859,34.56,low,Cava,2.0,3.0,57.96954314720813
Abadia Retuerta,Pago Valdebellon,2016,4.4,0.2857142857142859,65.9,mid,Sardon de Duero,4.0,3.0,58.52272727272727
Gramona,Cava Celler Batlle,2011,4.4,0.2857142857142859,59.75,mid,Cava,2.0,3.0,63.166996047430835
Vina Sastre,Pesus Ribera del Duero,2003,4.4,0.2857142857142859,509.25,mid,Ribera del Duero,5.0,3.0,22.77667984189723
Terroir Al Limit Soc. Lda,Les Tosses,2013,4.4,0.2857142857142859,158.88,mid,Priorato,4.0,3.0,35.27667984189723
Leda,Guarda de Leda Seleccion Tempranillo,2015,4.4,0.2857142857142859,37.66,low,Castilla y Leon,4.0,2.0,52.53807106598985
Enric Soler,Nun Vinya dels Taus,2018,4.4,0.2857142857142859,62.7,mid,Penedes,3.6,3.0,60.96837944664032
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2016,4.4,0.2857142857142859,60.73,mid,Priorato,4.0,3.0,61.75889328063241
Es Fangar,Lo Cortinelo.Lo Blanc,2017,4.4,0.2857142857142859,27.25,low,Pla i Llevant,4.0,3.0,69.41624365482232
Cal Batllet - Celler Ripoll Sans,5 Partides Gratallops Vi de La Vila,2014,4.4,0.2857142857142859,49.6,low,Priorato,4.0,3.0,40.45685279187817
Llopart,Cava Ex-Vite Gran Reserva Brut,2010,4.4,0.2857142857142859,43.5,low,Cava,2.0,3.0,45.380710659898476
Vega Sicilia,Valbuena 5o,1982,4.4,0.2857142857142859,225.0,mid,Ribera del Duero,5.0,3.0,29.594861660079054
Portia,Summa Edicion Limitada,2015,4.4,0.2857142857142859,89.97,mid,Ribera del Duero,5.0,3.0,47.430830039525695
Bodegas Mas Alta,Cirerets,2019,4.4,0.2857142857142859,37.9,low,Priorato,4.0,3.0,52.005076142131976
Los Aguilares,Pago El Espino,2019,4.4,0.2857142857142859,18.9,low,Sierras de Malaga,4.0,3.0,81.44670050761421
La Vicalanda,Gran Reserva,2015,4.4,0.2857142857142859,53.8,mid,Rioja,4.0,3.0,67.88537549407114
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2015,4.4,0.2857142857142859,55.25,mid,Ribera del Duero,5.0,3.0,66.15612648221344
Ostatu,Gloria Rioja,2011,4.4,0.2857142857142859,44.9,low,Rioja Alavesa,4.0,3.0,44.13705583756345
Finca Valpiedra,Petra de Valpiedra Garnacha,2017,4.4,0.2857142857142859,32.9,low,Rioja,5.0,3.0,61.345177664974614
Vina Pomal,Alto de la Caseta,2015,4.4,0.2857142857142859,82.5,mid,Rioja,4.0,3.0,50.02470355731226
Recaredo,Serral del Vell Brut Nature,2015,4.4,0.2857142857142859,33.78,low,Cava,2.0,3.0,59.69543147208122
Tridente,Rejon Tempranillo,2017,4.4,0.2857142857142859,34.9,low,Castilla y Leon,4.0,2.0,57.43654822335025
Vall Llach,Mas de la Rosa,2016,4.4,0.2857142857142859,367.39,mid,Priorato,4.0,3.0,24.50592885375494
Baigorri,Rioja B70,2014,4.4,0.2857142857142859,104.5,mid,Rioja,4.0,3.0,43.626482213438734
Matarromera,Gran Reserva,2014,4.4,0.2857142857142859,74.55,mid,Ribera del Duero,5.0,3.0,54.644268774703555
Vivaltus,Tinto,2016,4.4,0.2857142857142859,119.0,mid,Ribera del Duero,5.0,3.0,40.958498023715414
Comenge,Don Miguel,2016,4.4,0.2857142857142859,31.9239296995019,low,Ribera del Duero,5.0,3.0,63.248730964467
Collbaix Celler El Moli,Singular Negre,2015,4.4,0.2857142857142859,27.35,low,Pla de Bages,4.0,3.0,69.23857868020305
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2017,4.4,0.2857142857142859,33.0,low,Priorato,4.0,3.0,60.96446700507614
Martinez Lacuesta,Rioja Reserva Especial,1922,4.4,0.2857142857142859,280.0,mid,Rioja Alta,4.0,3.0,26.95158102766798
Pujanza,Rioja Cisma,2014,4.4,0.2857142857142859,140.0,mid,Rioja,4.0,3.0,37.52470355731226
Jesus Madrazo,Seleccion Rioja,2018,4.4,0.2857142857142859,32.0,low,Rioja,4.0,3.0,62.842639593908636
Allende,Martires Rioja,2015,4.4,0.2857142857142859,91.5,mid,Rioja,3.0,3.0,46.640316205533594
Llopart,Cava Original Brut (Espumos),2010,4.4,0.2857142857142859,52.95,mid,Cava,2.0,3.0,68.3300395256917
Albet i Noya,Marti Reserva Penedes,2015,4.4,0.2857142857142859,35.15,low,Penedes,4.0,3.0,56.21827411167513
La Rioja Alta,Vina Ardanza Reserva Seleccion Especial,2015,4.4,0.2857142857142859,23.0,low,Rioja,4.0,3.0,75.83756345177665
Juan Pinero,Oloroso 30 Years Old V.O.R.S,,4.4,0.2857142857142859,37.9,low,Jerez Oloroso,4.0,3.0,52.005076142131976
Olivier Riviere,Pozo Alto,2016,4.4,0.2857142857142859,119.95,mid,Rioja,4.0,3.0,40.73616600790514
Bodegas Amaren,El Cristo de Samaniego,2017,4.4,0.2857142857142859,42.9,low,Rioja Alavesa,4.0,3.0,45.91370558375634
Bodegas Tierra,El Belisario,2016,4.4,0.2857142857142859,39.9,low,Rioja,4.0,2.0,48.959390862944154
Torre de Ona,Baron de Ona Rioja Reserva,1995,4.4,0.2857142857142859,50.0,low,Rioja,4.0,3.0,39.390862944162436
Clos Erasmus,Priorat,2017,4.4,0.2857142857142859,209.31,mid,Priorato,4.0,3.0,30.434782608695656
Toro Albala,Don PX Seleccion,1968,4.4,0.2857142857142859,165.0,mid,Montilla-Moriles,5.0,1.0,34.48616600790514
Monte Real,Gran Reserva,1978,4.4,0.2857142857142859,97.0,mid,Rioja,4.0,3.0,44.91106719367589
Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2020,4.4,0.2857142857142859,26.5,low,Rias Baixas,3.0,3.0,70.60913705583755
Legaris,La Aguilera,2016,4.4,0.2857142857142859,32.5,low,Ribera del Duero,5.0,3.0,61.954314720812185
Bodega Contador (Benjamin Romeo),Pirata,2014,4.4,0.2857142857142859,194.0,mid,Rioja,3.0,3.0,31.94169960474308
Vinas del Vero,Blecua Somontano,2014,4.4,0.2857142857142859,74.95,mid,Somontano,4.0,3.0,54.39723320158103
Territorio Luthier,Hispania,2018,4.4,0.2857142857142859,28.9,low,Ribera del Duero,5.0,3.0,66.7766497461929
Martin Codax,Arousa,2019,4.4,0.2857142857142859,18.99,low,Vino de Espana,3.0,3.0,81.09137055837563
Vinedos Hermanos Hernaiz,Las Cenizas Tempranillo,2018,4.4,0.2857142857142859,19.95,low,Rioja Alta,4.0,3.0,79.87309644670052
Cims de Porrera,Solanes Priorat,2003,4.4,0.2857142857142859,38.66,low,Priorato,4.0,3.0,50.65989847715735
Artadi,Grandes Anadas Rioja,1994,4.4,0.2857142857142859,180.0,mid,Rioja,4.0,3.0,33.12747035573123
Martinet,Cami Pesseroles,2017,4.4,0.2857142857142859,75.5,mid,Priorato,4.0,3.0,53.359683794466406
Freixenet,Cava Cuvee De Prestige Trepat,2019,4.4,0.2857142857142859,7.89,low,Cava,2.0,3.0,88.88324873096447
Azpilicueta,Felix Azpilicueta Coleccion Privada,2019,4.4,0.2857142857142859,18.0,low,Rioja,4.0,3.0,82.38578680203045
Gramona,Savinat Sauvignon Blanc,2019,4.4,0.2857142857142859,17.9,low,Penedes,3.0,3.0,82.69035532994924
Veronica Salgado,Capricho Crianza,2017,4.4,0.2857142857142859,15.4438025,low,Ribera del Duero,5.0,3.0,85.78680203045685
Vinedos Hermanos Hernaiz,Finca La Emperatriz Vinedo Singular Tinto,2017,4.4,0.2857142857142859,33.55,low,Rioja Alta,4.0,3.0,60.10152284263959
Clos Galena,Galena,2017,4.4,0.2857142857142859,19.8,low,Priorato,4.0,3.0,80.38071065989847
Imperial,Rioja Reserva,1982,4.4,0.2857142857142859,145.0,mid,Rioja,4.0,3.0,36.783596837944664
Osborne,Solera PAP Palo Cortado Rare Sherry,,4.4,0.2857142857142859,189.99,mid,Jerez-Xeres-Sherry,4.0,3.0,32.336956521739125
Bodegas Imperiales - Abadia de San Quirce,Finca Helena,2015,4.4,0.2857142857142859,59.9,mid,Ribera del Duero,5.0,3.0,62.672924901185766
Marta Mate,Primordium,2012,4.4,0.2857142857142859,29.9,low,Ribera del Duero,5.0,3.0,65.55837563451776
Albet i Noya,Marti Reserva Penedes,2016,4.4,0.2857142857142859,33.8,low,Penedes,4.0,3.0,59.59390862944163
Bodegas Mas Alta,La Solana Alta,2018,4.4,0.2857142857142859,43.5,low,Priorato,4.0,3.0,45.380710659898476
Venta Las Vacas,La Cuartilleja Reserva,2016,4.4,0.2857142857142859,39.9,low,Ribera del Duero,5.0,3.0,48.959390862944154
Emilio Moro,Malleolus de Sanchomartin,2018,4.4,0.2857142857142859,119.35,mid,Ribera del Duero,5.0,3.0,40.859683794466406
Figuero,Noble,2015,4.4,0.2857142857142859,60.0,mid,Ribera del Duero,5.0,3.0,62.10474308300395
Baigorri,De Garage Rioja,2005,4.4,0.2857142857142859,40.0,low,Rioja,4.0,3.0,48.2994923857868
Pago Calzadilla,Gran Calzadilla,2010,4.4,0.2857142857142859,34.75,low,Pago Calzadilla,4.0,3.0,57.868020304568525
Vivanco,4 Varietales Coleccion Rioja,2017,4.4,0.2857142857142859,24.0,low,Rioja,4.0,3.0,74.16243654822334
Fernandez Gao,Oloroso,,4.4,0.2857142857142859,59.9,mid,Jerez-Xeres-Sherry,4.0,3.0,62.672924901185766
Allende,Aurus,1998,4.4,0.2857142857142859,245.25,mid,Rioja,4.0,3.0,28.458498023715418
Toro Albala,Don PX Pedro Ximenez,1973,4.4,0.2857142857142859,109.76,mid,Montilla-Moriles,5.0,1.0,42.83596837944664
Museum,Numerus Clausus,2012,4.4,0.2857142857142859,59.9,mid,Cigales,4.0,2.0,62.672924901185766
Pujanza,Rioja Cisma,2012,4.4,0.2857142857142859,130.5,mid,Rioja,4.0,3.0,38.66106719367589
Vinicola Real,200 Monges Rioja Seleccion Especial Reserva Blanco,2008,4.4,0.2857142857142859,61.5,mid,Rioja,3.0,3.0,61.56126482213439
Toro Albala,Don PX Gran Reserva,1994,4.4,0.2857142857142859,33.23,low,Montilla-Moriles,5.0,1.0,60.60913705583756
Castillo Perelada,Emporda Aires de Garbet,2018,4.4,0.2857142857142859,38.5,low,Emporda,4.0,3.0,50.86294416243655
Marques de Riscal,Rioja Gran Reserva,1996,4.4,0.2857142857142859,38.12,low,Rioja,4.0,3.0,51.21827411167512
Harveys,30 Years V.O.R.S Very Old Palo Cortado Blend Medium Sherry,,4.4,0.2857142857142859,65.0,mid,Jerez Palo Cortado,4.0,3.0,59.140316205533594
Farina,Campus Gothorum,2017,4.4,0.2857142857142859,41.0,low,Toro,5.0,3.0,47.08121827411168
Tinto Pesquera,Gran Reserva,2015,4.4,0.2857142857142859,74.5,mid,Ribera del Duero,5.0,3.0,54.69367588932806
Enric Soler,Nun Vinya dels Taus,2019,4.4,0.2857142857142859,45.39,low,Penedes,3.6,3.0,43.502538071065985
Galindo San Millan,La Pizca,2016,4.4,0.2857142857142859,26.0,low,Toro,4.0,3.0,71.04060913705584
Equipo Navazos,La Bota 90 de Manzanilla Pasada,,4.4,0.2857142857142859,39.75,low,Manzanilla,4.0,3.0,49.263959390862944
Legaris,Moradillo de Roa,2017,4.4,0.2857142857142859,29.89,low,Ribera del Duero,5.0,3.0,65.73604060913705
Bodegas Casa Primicia,Cofradia,2014,4.4,0.2857142857142859,38.0,low,Rioja,4.0,3.0,51.47208121827411
Pujanza,Rioja Cisma,2009,4.4,0.2857142857142859,132.4,mid,Rioja,4.0,3.0,38.537549407114625
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2009,4.4,0.2857142857142859,69.0,mid,Priorato,4.0,3.0,56.89229249011858
Castell Miquel,Stairway To Heaven Rosado,2020,4.4,0.2857142857142859,13.99,low,Mallorca,4.0,3.0,86.42131979695431
Barco del Corneta,La Silleria,2017,4.4,0.2857142857142859,24.5,low,Castilla y Leon,3.875,2.6458333333333335,73.65482233502539
Joan d'Anguera,Planella,2020,4.4,0.2857142857142859,16.25,low,Montsant,4.0,3.0,84.74619289340102
Martin Codax,Gallaecia Rias Baixes Albarino,2017,4.4,0.2857142857142859,39.95,low,Rias Baixas,3.0,3.0,48.70558375634518
Tinto Pesquera,Gran Reserva,1994,4.4,0.2857142857142859,138.0,mid,Ribera del Duero,5.0,3.0,37.845849802371546
Xaloc,Monada,2013,4.4,0.2857142857142859,35.4,low,Mallorca,4.0,3.0,55.91370558375635
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2019,4.4,0.2857142857142859,20.95,low,Valencia,4.0,3.0,78.68020304568529
Scala Dei,Heretge Priorat,2018,4.4,0.2857142857142859,39.99,low,Priorato,4.0,3.0,48.502538071065985
Terra Remota,Usted,2009,4.4,0.2857142857142859,159.8,mid,Emporda,4.0,3.0,35.12845849802372
Allende,Martires Rioja,2017,4.4,0.2857142857142859,139.63,mid,Rioja,3.0,3.0,37.74703557312253
Bodegas Frontaura,Verdejo,2017,4.4,0.2857142857142859,19.97,low,Toro,3.0,3.0,79.79695431472081
Carlos Moro,Vina Garugele,2015,4.4,0.2857142857142859,75.8,mid,Rioja,4.0,3.0,53.2608695652174
Bodegas Luis Perez,Petit Verdot,2013,4.4,0.2857142857142859,52.5,mid,Andalucia,4.0,3.0,68.67588932806325
Ladairo,Barrica,2018,4.4,0.2857142857142859,20.95,low,Monterrei,4.0,3.0,78.68020304568529
Conreria d'Scala Dei,Voltons,2017,4.4,0.2857142857142859,51.95,mid,Priorato,4.0,3.0,69.04644268774703
Castell d'Encus,Ekam Essencia,2015,4.4,0.2857142857142859,43.44,low,Costers del Segre,4.0,3.0,45.58375634517766
Traslascuestas,Valcavado de Traslascuestas,2014,4.4,0.2857142857142859,35.48,low,Ribera del Duero,5.0,3.0,55.83756345177664
Tobia,Oscar Tobia Gran Reserva Rioja,2014,4.4,0.2857142857142859,28.0,low,Rioja,4.0,3.0,68.07106598984771
Alvaro Palacios,La Baixada,2018,4.4,0.2857142857142859,239.5,mid,Priorato,4.0,3.0,28.730237154150196
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2019,4.4,0.2857142857142859,60.61,mid,Rioja,4.0,3.0,61.80830039525692
Lopez Cristobal,Seleccion,2012,4.4,0.2857142857142859,35.35,low,Ribera del Duero,5.0,3.0,56.015228426395936
Codorniu,Cava El Tros Nou Pinot Noir,2009,4.4,0.2857142857142859,89.9,mid,Cava,2.0,3.0,47.653162055335976
Clos Mogador,Manyetes,2018,4.4,0.2857142857142859,74.56,mid,Priorato,4.0,3.0,54.594861660079054
Sota els Angels,Tinto,2007,4.4,0.2857142857142859,33.4,low,Emporda,4.0,3.0,60.40609137055837
Berceo,Los Dominios de Berceo Prefiloxerico,2015,4.4,0.2857142857142859,29.25,low,Rioja,4.0,3.0,66.21827411167513
Romate,Old & Plus Amontillado,,4.4,0.2857142857142859,15.84,low,Jerez Amontillado,4.0,3.0,85.32994923857868
Toro Albala,Don PX Convento Seleccion,1968,4.4,0.2857142857142859,173.0,mid,Montilla-Moriles,5.0,1.0,33.84387351778656
Mas Blanch I Jove,Sao Expressiu,2012,4.4,0.2857142857142859,34.5,low,Costers del Segre,4.0,3.0,58.24873096446701
Carlos Serres,Onomastica Rioja Reserva,2014,4.4,0.2857142857142859,21.88,low,Rioja,4.0,3.0,77.05583756345177
La Rioja Alta,Vina Arana Gran Reserva,2015,4.4,0.2857142857142859,27.9,low,Rioja,4.0,3.0,68.32487309644671
Anayon,Carinena Parcela 15 Vinas Viejas,2017,4.4,0.2857142857142859,54.9,mid,Carinena,4.0,3.0,66.77371541501977
David Moreno,Vobiscum,2015,4.4,0.2857142857142859,31.99,low,Rioja,4.0,3.0,63.045685279187815
Vina Pedrosa,La Navilla,2017,4.4,0.2857142857142859,24.9,low,Ribera del Duero,5.0,3.0,72.84263959390863
Edra,Merlot - Syrah,2016,4.4,0.2857142857142859,11.5,low,Ribera del Gallego-Cinco Villas,4.0,3.0,87.91878172588832
Bodega Numanthia,Termanthia,2000,4.4,0.2857142857142859,140.0,mid,Toro,5.0,3.0,37.52470355731226
Gutierrez de la Vega,Casta Diva Cosecha Miel Moscatel Dulce,2018,4.4,0.2857142857142859,15.5,low,Alicante,4.0,3.0,85.63451776649747
Marques de Riscal,Baron de Chirel Rioja Reserva,2017,4.4,0.2857142857142859,95.0,mid,Rioja,4.0,3.0,45.4792490118577
Valdelosfrailes,Pago de Las Costanas,2005,4.4,0.2857142857142859,40.2,low,Castilla y Leon,4.0,2.0,48.12182741116751
Remirez de Ganuza,Rioja Blanco,2019,4.4,0.2857142857142859,26.45,low,Rioja,3.0,3.0,70.71065989847716
Briego,Vendimia Seleccionada,2020,4.4,0.2857142857142859,7.9,low,Ribera del Duero,5.0,3.0,88.83248730964468
Guillem Carol - Cellers Carol Valles,Cava Gran Reserva Familiar Millenium Brut,2011,4.4,0.2857142857142859,29.95,low,Cava,2.0,3.0,65.0761421319797
Barahonda,Zona Zepa Monastrell,2015,4.4,0.2857142857142859,59.9,mid,Yecla,5.0,3.0,62.672924901185766
Abadia Retuerta,Petit Verdot,2016,4.4,0.2857142857142859,115.9,mid,Sardon de Duero,4.0,3.0,41.600790513834
Tobia,Alma Tobia Blanco,2016,4.4,0.2857142857142859,33.0,low,Rioja,3.0,3.0,60.96446700507614
Vina Pomal,Reserva,1970,4.4,0.2857142857142859,72.0,mid,Rioja,4.0,3.0,55.68181818181818
Particular,Garnacha Vinas Centenarias,2015,4.4,0.2857142857142859,13.95,low,Carinena,5.0,3.0,86.5482233502538
Bodegas Frontonio,El Jardin de las Iguales Vinedo Historico Garnacha,2016,4.4,0.2857142857142859,195.99,mid,Aragon,5.0,3.0,31.274703557312257
Bodegas Asenjo & Manso,Silvanus Edicion Limitada Ribera del Duero,2015,4.4,0.2857142857142859,46.0,low,Ribera del Duero,5.0,3.0,43.09644670050761
La Rioja Alta,Vina Ardanza Reserva,2009,4.3,0.14285714285714232,24.38,low,Rioja,4.0,3.0,56.11675126903554
La Rioja Alta,Vina Ardanza Reserva,2012,4.3,0.14285714285714232,20.0,low,Rioja,4.0,3.0,61.725888324873104
Familia Torres,San Valentin Parellada,2019,4.3,0.14285714285714232,6.95,low,Cataluna,3.5,3.0,71.29441624365482
Abadia Retuerta,Seleccion Especial,2016,4.3,0.14285714285714232,17.48,low,Sardon de Duero,4.0,3.0,65.55837563451776
R. Lopez de Heredia,Vina Tondonia Reserva,2008,4.3,0.14285714285714232,37.9,low,Rioja,4.0,3.0,34.21319796954315
Pintia,Toro,2010,4.3,0.14285714285714232,79.75,mid,Toro,5.0,3.0,39.451581027667984
Abadia Retuerta,Seleccion Especial,2015,4.3,0.14285714285714232,24.95,low,Sardon de Duero,4.0,3.0,54.82233502538071
La Rioja Alta,Rioja Gran Reserva 904,2004,4.3,0.14285714285714232,29.9,low,Rioja,4.0,3.0,47.766497461928935
Dominio de Pingus,PSI,2018,4.3,0.14285714285714232,29.13,low,Ribera del Duero,5.0,3.0,48.654822335025386
Dominio de Pingus,PSI,2017,4.3,0.14285714285714232,33.9,low,Ribera del Duero,5.0,3.0,41.522842639593904
Muga,Seleccion Especial (Reserva),2015,4.3,0.14285714285714232,28.0,low,Rioja,4.0,3.0,50.27918781725889
Pago de Carraovejas,Tinto,2012,4.3,0.14285714285714232,25.8,low,Ribera del Duero,5.0,3.0,54.01015228426396
Emilio Moro,Malleolus,2016,4.3,0.14285714285714232,37.86,low,Ribera del Duero,5.0,3.0,34.492385786802025
Muga,Seleccion Especial (Reserva),2014,4.3,0.14285714285714232,34.0,low,Rioja,4.0,3.0,41.065989847715734
Matarromera,Ribera del Duero Reserva,2014,4.3,0.14285714285714232,33.64,low,Ribera del Duero,5.0,3.0,42.10659898477157
Matarromera,Ribera del Duero Reserva,2015,4.3,0.14285714285714232,36.35,low,Ribera del Duero,5.0,3.0,36.77664974619289
Muga,Prado Enea Gran Reserva,2006,4.3,0.14285714285714232,35.5,low,Rioja,4.0,3.0,37.89340101522842
Bodegas Mauro,Red,2017,4.3,0.14285714285714232,66.75,mid,Castilla y Leon,4.0,3.0,46.170948616600796
Arzuaga,Ribera del Duero Crianza,2018,4.3,0.14285714285714232,19.01,low,Ribera del Duero,5.0,3.0,63.22335025380711
Hacienda Monasterio,Cosecha,2014,4.3,0.14285714285714232,75.9,mid,Ribera del Duero,5.0,3.0,41.08201581027669
Emilio Moro,Malleolus,2017,4.3,0.14285714285714232,38.05,low,Ribera del Duero,5.0,3.0,33.477157360406096
Muga,Prado Enea Gran Reserva,2009,4.3,0.14285714285714232,40.4,low,Rioja,4.0,3.0,30.17766497461929
Familia Torres,Mas La Plana Cabernet Sauvignon,2013,4.3,0.14285714285714232,63.33,mid,Penedes,4.0,3.0,48.54249011857708
Aalto,Tinto,2012,4.3,0.14285714285714232,26.9,low,Ribera del Duero,5.0,3.0,52.20812182741117
Hacienda Monasterio,Cosecha,2015,4.3,0.14285714285714232,34.95,low,Ribera del Duero,5.0,3.0,39.263959390862944
Pago de Los Capellanes,Crianza Tinto,2018,4.3,0.14285714285714232,24.5,low,Ribera del Duero,5.0,3.0,55.86294416243655
Pintia,Toro,2007,4.3,0.14285714285714232,93.5,mid,Toro,5.0,3.0,34.016798418972336
Bodega Numanthia,Numanthia,2012,4.3,0.14285714285714232,99.9,mid,Toro,5.0,3.0,32.13932806324111
R. Lopez de Heredia,Vina Tondonia Reserva,2009,4.3,0.14285714285714232,35.09,low,Rioja,4.0,3.0,38.57868020304569
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2014,4.3,0.14285714285714232,36.8,low,Rioja,4.0,3.0,36.37055837563452
Pago de Los Capellanes,Reserva Tinto,2015,4.3,0.14285714285714232,80.35,mid,Ribera del Duero,5.0,3.0,38.56225296442688
Bodega Numanthia,Numanthia,2014,4.3,0.14285714285714232,46.0,low,Toro,5.0,3.0,25.304568527918782
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2015,4.3,0.14285714285714232,50.41,mid,Rioja,4.0,3.0,57.73221343873518
Pintia,Toro,2009,4.3,0.14285714285714232,150.0,mid,Toro,5.0,3.0,23.937747035573125
Matsu,El Viejo,2016,4.3,0.14285714285714232,33.95,low,Toro,5.0,3.0,41.24365482233503
Pago de Los Capellanes,Reserva Tinto,2014,4.3,0.14285714285714232,48.6377226796774,low,Ribera del Duero,5.0,3.0,23.629441624365484
Tomas Postigo,3er Ano Ribera del Duero Tinto,2016,4.3,0.14285714285714232,27.29,low,Ribera del Duero,5.0,3.0,51.49746192893401
Aalto,Tinto,2016,4.3,0.14285714285714232,65.9,mid,Ribera del Duero,5.0,3.0,46.44268774703558
Bodegas San Roman,Tinto,2015,4.3,0.14285714285714232,33.66,low,Toro,5.0,3.0,42.05583756345178
Bodegas San Roman,Tinto,2012,4.3,0.14285714285714232,190.0,mid,Toro,5.0,3.0,20.133399209486168
Familia Torres,Mas La Plana Cabernet Sauvignon,2015,4.3,0.14285714285714232,55.0,mid,Penedes,4.0,3.0,54.323122529644266
Bodegas San Roman,Tinto,2016,4.3,0.14285714285714232,26.9,low,Toro,5.0,3.0,52.20812182741117
Bodega Numanthia,Numanthia,2015,4.3,0.14285714285714232,36.9,low,Toro,5.0,3.0,36.142131979695435
Bodegas Valduero,Ribera del Duero Una Cepa I,2015,4.3,0.14285714285714232,25.95,low,Ribera del Duero,5.0,3.0,53.401015228426395
